,skin_data,patient_data,sample_times,keys_pressed,palpation_start_pose,robot_initiative,descent_start_pose,palpation_start_time,palpation_end_time,target_position,human_response,action,recipe_id,timestamp,target_q,target_qd,output_int_register_0,target_qdd,target_current,target_moment,actual_q,actual_qd,actual_current,joint_control_output,actual_TCP_pose,actual_TCP_speed,actual_TCP_force,target_TCP_pose,target_TCP_speed,actual_digital_input_bits,joint_temperatures,actual_execution_time,robot_mode,joint_mode,safety_mode,actual_tool_accelerometer,speed_scaling,target_speed_fraction,actual_momentum,actual_main_voltage,actual_robot_voltage,actual_robot_current,actual_joint_voltage,actual_digital_output_bits,runtime_state
0,"[[36226. 36226. 36110. 36110. 36127. 36127. 37374. 37374.]
 [36226. 36226. 36110. 36110. 36127. 36127. 37374. 37374.]
 [28445. 28445. 35815. 35815. 35683. 35683. 36516. 36516.]
 [28445. 28445. 35815. 35815. 35683. 35683. 36516. 36516.]
 [36894. 36894. 35756. 35756. 35947. 35947. 36717. 36717.]
 [36894. 36894. 35756. 35756. 35947. 35947. 36717. 36717.]
 [37142. 37142. 36246. 36246. 36456. 36456. 37026. 37026.]
 [37142. 37142. 36246. 36246. 36456. 36456. 37026. 37026.]]",,1677768595.0552547,['-X'],"[-0.36854257220559644, -0.05335809445665571, 0.13237737303017208, -0.17706187701186268, -3.1120674582879344, -0.0538074682612375]",-1,"[-0.36888, -0.0535, 0.13282032864593127, -0.17775369861257473, -3.1111621920706236, -0.054454232722734204]",1677768595.033936,1677768715.033936,-1,starting,"('starting', (-0.36888, -0.0535), 0, 8, -0.02)",1,168830.4,"[-0.13490039507021123, -1.8216717878924769, 2.2107315063476562, 4.297173023223877, -1.6008527914630335, -1.592485253010885]","[0.0, 0.0, -0.0, 0.0, 0.0, 0.0]",0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[8.208567843147862e-18, -0.5097208664937449, -1.2552814013083693, -0.15947300336405545, -0.0010997652491516639, 0.0]","[1.0306337347457565e-16, -6.4949835177193425, -15.977603746805423, -1.4902340341217524, -0.010373952012428089, 0.0]","[-0.13490039507021123, -1.8216717878924769, 2.210707664489746, 4.297125339508057, -1.600804630910055, -1.5925214926349085]","[0.0, 0.0, -0.0, 0.0, 0.0, 0.0]","[-0.107606902718544, -0.30040261149406433, -1.134356141090393, -0.14487890899181366, 0.050326358526945114, -0.06862685084342957]","[-0.12778319418430328, -0.2959190011024475, -1.1209052801132202, -0.14182883501052856, 0.061001647263765335, -0.06557676941156387]","[-0.3735390023347988, -0.05334978185351572, 0.13237611394847934, -0.17711832461751723, -3.112064456754076, -0.05380769865839189]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.5421595002890216, -4.9372351670244665, 5.572580382852008, 1.4629793429199498, 0.29967754137045094, -0.6574695169780894]","[-0.3685184446950792, -0.05334174518364444, 0.13236061491805928, -0.17717827158480234, -3.1121344761978382, -0.05387435091012717]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",65536,"[35.82998275756836, 35.699981689453125, 34.549983978271484, 41.32998275756836, 43.019981384277344, 46.4699821472168]",0.350352,7,"[253, 253, 253, 253, 253, 253]",1,"[0.3835953176021576, 1.1657700538635254, -8.831682205200195]",0.0,1.0,0.011682074476439779,47.82634735107422,47.82634735107422,0.6803395748138428,"[47.560001373291016, 47.63600158691406, 47.68199920654297, 47.6510009765625, 47.513999938964844, 47.6510009765625]",132,1
1,"[[36224. 36224. 36113. 36113. 36128. 36128. 37376. 37376.]
 [36224. 36224. 36113. 36113. 36128. 36128. 37376. 37376.]
 [28449. 28449. 35820. 35820. 35680. 35680. 36514. 36514.]
 [28449. 28449. 35820. 35820. 35680. 35680. 36514. 36514.]
 [36900. 36900. 35758. 35758. 35945. 35945. 36718. 36718.]
 [36900. 36900. 35758. 35758. 35945. 35945. 36718. 36718.]
 [37146. 37146. 36248. 36248. 36458. 36458. 37026. 37026.]
 [37146. 37146. 36248. 36248. 36458. 36458. 37026. 37026.]]",,1677768595.0749347,['-X'],"[-0.36854257220559644, -0.05335809445665571, 0.13237737303017208, -0.17706187701186268, -3.1120674582879344, -0.0538074682612375]",-1,"[-0.36888, -0.0535, 0.13282032864593127, -0.17775369861257473, -3.1111621920706236, -0.054454232722734204]",1677768595.033936,1677768715.033936,-1,starting,"('starting', (-0.36888, -0.0535), 0, 8, -0.02)",1,168830.416,"[-0.13490039507021123, -1.8216241041766565, 2.210719585418701, 4.297173023223877, -1.6008408705340784, -1.5925214926349085]","[0.0, 0.0, -0.0, 0.0, 0.0, 0.0]",0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-3.6786826682989235e-17, -0.5098418052858971, -1.2552638527999658, -0.15947183140862278, -0.0010993302218237373, 0.0]","[-4.618801391205253e-16, -6.496524548336912, -15.977380384049212, -1.4902230825008798, -0.010369848452484285, 0.0]","[-0.13490039507021123, -1.8216479460345667, 2.2107434272766113, 4.297137260437012, -1.6008408705340784, -1.5925334135638636]","[0.0, 0.0, -0.0, 0.0, 0.0, 0.0]","[-0.10984871536493301, -0.30712804198265076, -1.1186634302139282, -0.14792899787425995, 0.050326358526945114, -0.06862685084342957]","[-0.12778319418430328, -0.2959190011024475, -1.1209052801132202, -0.14182883501052856, 0.061001647263765335, -0.06557676941156387]","[-0.37352325950534015, -0.0533437764950192, 0.13235006621175627, -0.1771029338977176, -3.11213896453299, -0.05385676576911192]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.92222243325738, -5.124822583869807, 5.9593110133054115, 1.49298053046314, 0.09691016369763791, -0.6652837911081512]","[-0.36852520095896557, -0.053343531812887535, 0.1323489864571194, -0.17712264784623744, -3.11217341586704, -0.053852763635622476]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",65536,"[35.82998275756836, 35.699981689453125, 34.549983978271484, 41.32998275756836, 43.019981384277344, 46.4699821472168]",0.35475599999999996,7,"[253, 253, 253, 253, 253, 253]",1,"[0.3566237688064575, 1.18075430393219, -8.879631996154785]",0.0,1.0,0.023588871892104124,47.88711929321289,47.82634735107422,0.6803395748138428,"[47.560001373291016, 47.63600158691406, 47.68199920654297, 47.6510009765625, 47.513999938964844, 47.6510009765625]",132,1
2,"[[36226. 36226. 36113. 36113. 36124. 36124. 37375. 37375.]
 [36226. 36226. 36113. 36113. 36124. 36124. 37375. 37375.]
 [28445. 28445. 35816. 35816. 35687. 35687. 36515. 36515.]
 [28445. 28445. 35816. 35816. 35687. 35687. 36515. 36515.]
 [36898. 36898. 35758. 35758. 35943. 35943. 36716. 36716.]
 [36898. 36898. 35758. 35758. 35943. 35943. 36716. 36716.]
 [37142. 37142. 36245. 36245. 36457. 36457. 37026. 37026.]
 [37142. 37142. 36245. 36245. 36457. 36457. 37026. 37026.]]",,1677768595.090109,['-X'],"[-0.36854257220559644, -0.05335809445665571, 0.13237737303017208, -0.17706187701186268, -3.1120674582879344, -0.0538074682612375]",-1,"[-0.36888, -0.0535, 0.13282032864593127, -0.17775369861257473, -3.1111621920706236, -0.054454232722734204]",1677768595.033936,1677768715.033936,-1,starting,"('starting', (-0.36888, -0.0535), 0, 8, -0.02)",1,168830.432,"[-0.13490039507021123, -1.8216479460345667, 2.2107434272766113, 4.297137260437012, -1.6008408705340784, -1.5925334135638636]","[0.0, 0.0, -0.0, 0.0, 0.0, 0.0]",0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-1.6892673437512737e-17, -0.5715641496234188, -1.407418012071145, -0.17880306476599783, -0.0012325812174673937, 0.0]","[-1.8916795289631568e-16, -6.495653303810787, -15.977391338904848, -1.490234037356517, -0.010369838756746024, 0.0]","[-0.1348641554461878, -1.8216479460345667, 2.210719585418701, 4.297137260437012, -1.6008284727679651, -1.5925214926349085]","[0.0, 0.0, -0.0, 0.0, 0.0, 0.0]","[-0.12554138898849487, -0.30488622188568115, -1.1141798496246338, -0.13877874612808228, 0.05490148067474365, -0.06252668797969818]","[-0.12778319418430328, -0.2959190011024475, -1.1209052801132202, -0.14182883501052856, 0.061001647263765335, -0.06557676941156387]","[-0.37353041493759626, -0.053358692346105796, 0.13236102785410328, -0.17706396856904957, -3.1121158711822487, -0.05383907720886667]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.975519976299583, -5.852558907514511, 9.96709038564661, 1.653415596282784, -0.46992249745037595, -0.6326528189435677]","[-0.36852325950534015, -0.0533437764950192, 0.13235006621175627, -0.1771029338977176, -3.11213896453299, -0.05385676576911192]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",65536,"[35.82998275756836, 35.699981689453125, 34.549983978271484, 41.32998275756836, 43.019981384277344, 46.4699821472168]",0.43906799999999996,7,"[253, 253, 253, 253, 253, 253]",1,"[0.3326490521430969, 1.183751106262207, -8.837676048278809]",1.0,1.0,0.0,47.82634735107422,47.82634735107422,0.6445291042327881,"[47.560001373291016, 47.63600158691406, 47.66600036621094, 47.6510009765625, 47.513999938964844, 47.68199920654297]",132,2
3,"[[36224. 36224. 36110. 36110. 36126. 36126. 37374. 37374.]
 [36224. 36224. 36110. 36110. 36126. 36126. 37374. 37374.]
 [28446. 28446. 35818. 35818. 35688. 35688. 36516. 36516.]
 [28446. 28446. 35818. 35818. 35688. 35688. 36516. 36516.]
 [36900. 36900. 35756. 35756. 35946. 35946. 36717. 36717.]
 [36900. 36900. 35756. 35756. 35946. 35946. 36717. 36717.]
 [37145. 37145. 36248. 36248. 36458. 36458. 37028. 37028.]
 [37145. 37145. 36248. 36248. 36458. 36458. 37028. 37028.]]",,1677768595.1070178,['-X'],"[-0.36854257220559644, -0.05335809445665571, 0.13237737303017208, -0.17706187701186268, -3.1120674582879344, -0.0538074682612375]",-1,"[-0.36888, -0.0535, 0.13282032864593127, -0.17775369861257473, -3.1111621920706236, -0.054454232722734204]",1677768595.033936,1677768715.033936,-1,starting,"('starting', (-0.36888, -0.0535), 0, 8, -0.02)",1,168830.448,"[-0.13490039370912577, -1.8216479357814341, 2.2107434199163194, 4.29713725758948, -1.6008408705663477, -1.5925334121732915]","[2.3816822871587815e-07, 1.7941336755302475e-06, -1.2879329429893007e-06, -4.982725064422767e-07, -5.646823889122743e-09, 2.433278557307972e-07]",0,"[2.6931792493760648e-05, 0.00020287859600735204, -0.00014563799274782243, -5.634408846709961e-05, -6.385364248551184e-07, 2.751523724992211e-05]","[-1.6344161220937753e-07, -0.5715146758724915, -1.407447172073865, -0.17880477669020695, -0.0012325576194914482, 7.058649980544803e-07]","[-1.830255898457346e-06, -6.495091049628338, -15.97772237117167, -1.4902483053878237, -0.010369640224428581, 5.828942515017121e-06]","[-0.13490039507021123, -1.8216241041766565, 2.2107315063476562, 4.297137260437012, -1.600804630910055, -1.5925453344928187]","[0.0, 0.0, -0.0, 0.0, 0.0, 0.0]","[-0.14123407006263733, -0.36093148589134216, -1.2173031568527222, -0.12352833896875381, 0.0564265251159668, -0.07167693227529526]","[-0.13899224996566772, -0.3429970145225525, -1.2486884593963623, -0.15097907185554504, 0.061001647263765335, -0.06862685084342957]","[-0.37352972925405664, -0.05335105098791254, 0.1323467945174555, -0.17708386818195687, -3.1121502989633134, -0.05379939315274582]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.3626130734473825, -6.5180791086236125, 6.152718685510779, 1.9121709637184594, 0.13107237609406244, -0.7015284115444493]","[-0.36852326318123413, -0.05334377648880929, 0.1323500662403468, -0.17710293389775708, -3.1121389645330217, -0.0538567657693253]","[-6.432232166770676e-07, 1.0935636702545013e-09, 5.002877587417084e-09, 2.353175319844145e-11, -9.339419642360802e-12, -4.5622561609530024e-12]",65536,"[35.82998275756836, 35.699981689453125, 34.549983978271484, 41.32998275756836, 43.019981384277344, 46.4699821472168]",0.410472,7,"[253, 253, 253, 253, 253, 253]",1,"[0.38958898186683655, 1.1627732515335083, -8.891619682312012]",1.0,1.0,4.1862055377495334e-06,47.82634735107422,47.82634735107422,0.7877604365348816,"[47.59000015258789, 47.63600158691406, 47.66600036621094, 47.68199920654297, 47.513999938964844, 47.68199920654297]",132,2
4,"[[36224. 36224. 36109. 36109. 36129. 36129. 37374. 37374.]
 [36224. 36224. 36109. 36109. 36129. 36129. 37374. 37374.]
 [28444. 28444. 35814. 35814. 35687. 35687. 36515. 36515.]
 [28444. 28444. 35814. 35814. 35687. 35687. 36515. 36515.]
 [36898. 36898. 35759. 35759. 35946. 35946. 36718. 36718.]
 [36898. 36898. 35759. 35759. 35946. 35946. 36718. 36718.]
 [37143. 37143. 36244. 36244. 36457. 36457. 37025. 37025.]
 [37143. 37143. 36244. 36244. 36457. 36457. 37025. 37025.]]",,1677768595.1229067,['-X'],"[-0.36854257220559644, -0.05335809445665571, 0.13237737303017208, -0.17706187701186268, -3.1120674582879344, -0.0538074682612375]",-1,"[-0.36888, -0.0535, 0.13282032864593127, -0.17775369861257473, -3.1111621920706236, -0.054454232722734204]",1677768595.033936,1677768715.033936,-1,starting,"('starting', (-0.36888, -0.0535), 0, 8, -0.02)",1,168830.46399999998,"[-0.13490037730648652, -1.8216478145264103, 2.2107433326679544, 4.29713722391404, -1.6008408708420383, -1.5925333956303094]","[2.1546036533043615e-06, 1.5926121713701732e-05, -1.1459694321077337e-05, -4.423067495116016e-06, -3.613581483807593e-08, 2.1728905031270362e-06]",0,"[0.00021488430302150436, 0.001588101774970531, -0.0011427467569909739, -0.00044105411594314606, -3.5915374063193897e-06, 0.00021668458175363347]","[-4.2737180620001665e-07, -0.5705494819280413, -1.4081826652350473, -0.1788164878619816, -0.0012323549850996205, 5.55874043493473e-06]","[-4.785805515243634e-06, -6.491255697086272, -15.979989345166288, -1.4903459121420408, -0.01036793543942939, 4.590336472334188e-05]","[-0.1349242369281214, -1.8216360251056116, 2.210683822631836, 4.297161102294922, -1.600804630910055, -1.5925095717059534]","[0.0, 0.0, -0.0, 0.0, 0.0, 0.0]","[-0.1322668194770813, -0.3407551944255829, -1.2576557397842407, -0.13572867214679718, 0.05795156583189964, -0.07015189528465271]","[-0.13899224996566772, -0.3407551944255829, -1.2509303092956543, -0.15097907185554504, 0.061001647263765335, -0.07167693227529526]","[-0.3735427258581684, -0.053340686676738386, 0.13237076676490858, -0.17717551271085674, -3.11210910445992, -0.05380290107402059]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.188284514907018, -5.870423528013186, 5.7842098300806155, 1.7743874014342256, 0.4544580529322387, -0.6728852102659687]","[-0.36852330671457395, -0.05334377654107718, 0.13235006667249105, -0.1771029335643625, -3.1121389643354633, -0.053856765620954726]","[-5.71788671372692e-06, -6.950566758856236e-09, 5.682527513709194e-08, -1.0290608161561314e-08, 2.9034287817314428e-08, 2.7882971126198525e-08]",65536,"[35.82998275756836, 35.699981689453125, 34.549983978271484, 41.32998275756836, 43.019981384277344, 46.4699821472168]",0.3972,7,"[253, 253, 253, 253, 253, 253]",1,"[0.36561426520347595, 1.18075430393219, -8.840673446655273]",1.0,1.0,4.457074228004813e-05,47.88711929321289,47.88711929321289,0.6087239384651184,"[47.59000015258789, 47.63600158691406, 47.66600036621094, 47.68199920654297, 47.499000549316406, 47.68199920654297]",132,2
5,"[[0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0.]]",,1677768595.146237,['-X'],"[-0.36854257220559644, -0.05335809445665571, 0.13237737303017208, -0.17706187701186268, -3.1120674582879344, -0.0538074682612375]",-1,"[-0.36888, -0.0535, 0.13282032864593127, -0.17775369861257473, -3.1111621920706236, -0.054454232722734204]",1677768595.033936,1677768715.033936,-1,starting,"('starting', (-0.36888, -0.0535), 0, 8, -0.02)",1,168830.48799999998,"[-0.13490027425592555, -1.8216470347239158, 2.210742772145773, 4.297137008060535, -1.6008408713167057, -1.5925332900276565]","[5.5487999122981495e-06, 4.22632428375034e-05, -3.046018323454095e-05, -1.166749186880036e-05, -2.3678008565932217e-08, 5.777333226464174e-06]",0,"[-0.00023918777284320095, -0.0017504130142560964, 0.0012394914298158616, 0.0004915347214026565, 1.3101895900047456e-06, -0.00022457195348954357]","[-1.1873921428280851e-07, -0.5703284965340722, -1.4085943389627285, -0.17902126028336737, -0.0012329023170994475, -5.7610799453832165e-06]","[-1.3296684019544446e-06, -6.500541598821527, -15.974577677552723, -1.4901109941933082, -0.01037254020259159, -4.7574258418555105e-05]","[-0.13487607637514287, -1.8216360251056116, 2.2107434272766113, 4.297112941741943, -1.600804630910055, -1.5925334135638636]","[0.0, 0.0, -0.0, 0.0, 0.0, 0.0]","[-0.1345086395740509, -0.35420605540275574, -1.2509303092956543, -0.13877874612808228, 0.061001647263765335, -0.0762520581483841]","[-0.13899224996566772, -0.3407551944255829, -1.2374794483184814, -0.15097907185554504, 0.061001647263765335, -0.07167693227529526]","[-0.37352886374850774, -0.053359945573797564, 0.13234798209358262, -0.17706372536270099, -3.112126502959027, -0.053801276055368615]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.50937110211117, -6.222317154580324, 5.850882217023108, 1.8749367241984907, 0.26849246153259404, -0.7381701738139622]","[-0.36852358648246997, -0.05334377631506938, 0.132350069100999, -0.17710293400500138, -3.112138964202558, -0.053856762571994024]","[-1.518762179317462e-05, 2.8241423820177798e-08, 1.6617079294256333e-07, -1.0188702949817824e-07, 6.685809843419482e-08, -1.0423445938163276e-07]",65536,"[35.82998275756836, 35.699981689453125, 34.549983978271484, 41.32998275756836, 43.019981384277344, 46.4699821472168]",0.597637,7,"[253, 253, 253, 253, 253, 253]",1,"[0.40157634019851685, 1.1717637777328491, -8.822691917419434]",1.0,1.0,0.00012956131378993597,47.88711929321289,47.82634735107422,0.9309917092323303,"[47.59000015258789, 47.63600158691406, 47.66600036621094, 47.68199920654297, 47.499000549316406, 47.68199920654297]",132,2
6,"[[36226. 36226. 36113. 36113. 36130. 36130. 37374. 37374.]
 [36226. 36226. 36113. 36113. 36130. 36130. 37374. 37374.]
 [28448. 28448. 35817. 35817. 35685. 35685. 36514. 36514.]
 [28448. 28448. 35817. 35817. 35685. 35685. 36514. 36514.]
 [36898. 36898. 35756. 35756. 35948. 35948. 36719. 36719.]
 [36898. 36898. 35756. 35756. 35948. 35948. 36719. 36719.]
 [37141. 37141. 36244. 36244. 36459. 36459. 37026. 37026.]
 [37141. 37141. 36244. 36244. 36459. 36459. 37026. 37026.]]",,1677768595.162114,['-X'],"[-0.36854257220559644, -0.05335809445665571, 0.13237737303017208, -0.17706187701186268, -3.1120674582879344, -0.0538074682612375]",-1,"[-0.36888, -0.0535, 0.13282032864593127, -0.17775369861257473, -3.1111621920706236, -0.054454232722734204]",1677768595.033936,1677768715.033936,-1,starting,"('starting', (-0.36888, -0.0535), 0, 8, -0.02)",1,168830.504,"[-0.13489983261547867, -1.821643663809681, 2.210740340449119, 4.2971360782871315, -1.600840873172512, -1.5925328277661857]","[4.345397343574775e-05, 0.0003317186813126065, -0.00023930840810367225, -9.148996029499918e-05, -1.8240637039377497e-07, 4.549903725092747e-05]",0,"[0.0031681792127529083, 0.024193628982240874, -0.017456353669227237, -0.006671770050682509, -1.3264969012916654e-05, 0.003320161647175283]","[0.0022629549523394674, -0.552598743386961, -1.4221045857881591, -0.18083347333863992, -0.0012282403942330178, 0.0009519778944467788]","[-0.0003251952511195101, -6.428718292782747, -16.017090907009134, -1.4919315009373069, -0.010333318942575479, 0.0007033568784511957]","[-0.13488847414125615, -1.821695629750387, 2.2107315063476562, 4.297161102294922, -1.60081655183901, -1.5925334135638636]","[0.0, 0.0, -0.0, 0.0, 0.0, 0.0]","[-0.15244311094284058, -0.3452388346195221, -1.2419630289077759, -0.13877874612808228, 0.061001647263765335, -0.07167693227529526]","[-0.17037759721279144, -0.33627158403396606, -1.2442048788070679, -0.15707923471927643, 0.061001647263765335, -0.07167693227529526]","[-0.37352047914698144, -0.05335390214127174, 0.13237008413239926, -0.17708285890792538, -3.1121028694311743, -0.053822438588973794]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.5326829722731885, -6.994186719168354, 6.237100883846353, 2.041883086175803, 0.031637296842784414, -0.7168504566389853]","[-0.3685247985197533, -0.05334377364337964, 0.13235008328621298, -0.17710295065311096, -3.1121389573746763, -0.05385674961176791]","[-0.00011927641565826204, 2.656356416083542e-07, 1.4018638376858236e-06, -7.871474641246693e-07, 6.73161011901607e-07, -1.0691827465618333e-06]",65536,"[35.82998275756836, 35.699981689453125, 34.549983978271484, 41.32998275756836, 43.019981384277344, 46.4699821472168]",0.38308800000000004,7,"[253, 253, 253, 253, 253, 253]",1,"[0.40157634019851685, 1.1507859230041504, -8.867644309997559]",1.0,1.0,0.001046207116259165,47.88711929321289,47.82634735107422,0.7161448001861572,"[47.59000015258789, 47.63600158691406, 47.66600036621094, 47.68199920654297, 47.499000549316406, 47.6510009765625]",132,2
7,"[[36224. 36224. 36109. 36109. 36124. 36124. 37375. 37375.]
 [36224. 36224. 36109. 36109. 36124. 36124. 37375. 37375.]
 [28445. 28445. 35818. 35818. 35685. 35685. 36515. 36515.]
 [28445. 28445. 35818. 35818. 35685. 35685. 36515. 36515.]
 [36900. 36900. 35758. 35758. 35947. 35947. 36714. 36714.]
 [36900. 36900. 35758. 35758. 35947. 35947. 36714. 36714.]
 [37144. 37144. 36247. 36247. 36456. 36456. 37028. 37028.]
 [37144. 37144. 36247. 36247. 36456. 36456. 37028. 37028.]]",,1677768595.177109,['-X'],"[-0.36854257220559644, -0.05335809445665571, 0.13237737303017208, -0.17706187701186268, -3.1120674582879344, -0.0538074682612375]",-1,"[-0.36888, -0.0535, 0.13282032864593127, -0.17775369861257473, -3.1111621920706236, -0.054454232722734204]",1677768595.033936,1677768715.033936,-1,starting,"('starting', (-0.36888, -0.0535), 0, 8, -0.02)",1,168830.52,"[-0.13489927595422557, -1.8216394948528265, 2.2107373459542963, 4.2971349177309826, -1.6008408754508174, -1.592532261211412]","[5.433631573782247e-05, 0.00040621279237383336, -0.000291656312992635, -0.00011318008114596669, -2.2186289317243938e-07, 5.515542719298003e-05]",0,"[0.004073063974322686, 0.03032239048245917, -0.021750007177080633, -0.008465857384515423, -1.6538455992169635e-05, 0.004108650184214682]","[0.0028518695781161204, -0.5481798272590931, -1.4254087668958402, -0.18131978637608595, -0.0012269819988511284, 0.0011561695330278637]","[-0.00015821795081943837, -6.411874178695675, -16.026812321266654, -1.4923751649360404, -0.010322731926468548, 0.0008703935757693558]","[-0.1349242369281214, -1.8216598669635218, 2.2107315063476562, 4.297161102294922, -1.6008408705340784, -1.5925095717059534]","[0.0, 0.0, -0.0, 0.0, 0.0, 0.0]","[-0.16813579201698303, -0.3250625431537628, -1.2419630289077759, -0.16165436804294586, 0.06557676941156387, -0.0732019767165184]","[-0.18158665299415588, -0.33627158403396606, -1.2554138898849487, -0.15860427916049957, 0.061001647263765335, -0.07167693227529526]","[-0.37352318345321256, -0.05333517116172112, 0.13235746050353694, -0.17717723052751627, -3.1121347357693203, -0.0538567409542608]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.0944861145458216, -7.535557678147491, 7.187657118161145, 2.1561939459071904, -0.15187025017351422, -0.7418873152996065]","[-0.368526294554698, -0.0533437745202281, 0.13235009592076943, -0.1771029469985136, -3.11213895244556, -0.05385673323090454]","[-0.0001457424835125361, -1.2413906372567175e-07, 1.1850953190426288e-06, -9.861003918403664e-07, 5.571944469897488e-07, 3.7676416918107646e-07]",65536,"[35.82998275756836, 35.699981689453125, 34.549983978271484, 41.32998275756836, 43.019981384277344, 46.4699821472168]",0.410904,7,"[253, 253, 253, 253, 253, 253]",1,"[0.4045731723308563, 1.1957385540008545, -8.831682205200195]",1.0,1.0,0.001302857226271335,47.88711929321289,47.88711929321289,0.7161448001861572,"[47.57500076293945, 47.63600158691406, 47.66600036621094, 47.6510009765625, 47.499000549316406, 47.6510009765625]",132,2
8,"[[0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0.]]",,1677768595.1986718,['-X'],"[-0.36854257220559644, -0.05335809445665571, 0.13237737303017208, -0.17706187701186268, -3.1120674582879344, -0.0538074682612375]",-1,"[-0.36888, -0.0535, 0.13282032864593127, -0.17775369861257473, -3.1111621920706236, -0.054454232722734204]",1677768595.033936,1677768715.033936,-1,starting,"('starting', (-0.36888, -0.0535), 0, 8, -0.02)",1,168830.544,"[-0.134897946153127, -1.8216295309960664, 2.2107301693837513, 4.297132156322023, -1.6008408913115737, -1.5925309032154225]","[5.7263930574981815e-05, 0.000432631841576631, -0.00031144176965557454, -0.0001196995933165826, -1.0234511852067538e-06, 5.921530609279044e-05]",0,"[-0.003712322619708986, -0.027036997592163225, 0.019525957349961213, 0.007527807441753457, -2.43475245103115e-05, -0.0036325775229082303]","[0.0030164779827689227, -0.5611592262181228, -1.4180653115703339, -0.1809634155120325, -0.0012386776190107444, 0.0010349239556077105]","[-4.414445168810562e-05, -6.57121798253261, -15.932944258917711, -1.4883200604439268, -0.010421128440626507, -0.0007695403594034175]","[-0.13490039507021123, -1.8216241041766565, 2.210707664489746, 4.297161102294922, -1.60081655183901, -1.5925453344928187]","[0.0, 0.0, -0.0, 0.0, 0.0, 0.0]","[-0.2084883749485016, -0.30040261149406433, -1.2867993116378784, -0.17537973821163177, 0.06405173242092133, -0.07930213958024979]","[-0.19055390357971191, -0.2891935706138611, -1.2867993116378784, -0.16165436804294586, 0.061001647263765335, -0.0732019767165184]","[-0.3735328895588272, -0.05334795435170503, 0.1323555345012171, -0.17708419386691165, -3.112150898058271, -0.053817912127193335]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[4.649996611329805, -8.663708505239589, 6.820930505849874, 2.3804739746853887, 0.31772383610799315, -0.7853621213258319]","[-0.36852987433184237, -0.05334377349117247, 0.13235013405251086, -0.17710294536127913, -3.112138933383637, -0.05385671097816445]","[-0.00015534541326606388, 2.7969318608179755e-07, 1.5601837617621918e-06, -2.846577766480068e-07, 4.801351061130284e-07, -6.991003267563643e-07]",65536,"[35.82998275756836, 35.699981689453125, 34.549983978271484, 41.32998275756836, 43.019981384277344, 46.4699821472168]",0.6078600000000001,7,"[253, 253, 253, 253, 253, 253]",1,"[0.41056686639785767, 1.1657700538635254, -8.849663734436035]",1.0,1.0,0.0014139636884372266,47.82634735107422,47.82634735107422,0.6803395748138428,"[47.57500076293945, 47.62099838256836, 47.66600036621094, 47.6510009765625, 47.529998779296875, 47.6510009765625]",132,2
